Extracted_Code,fat.,Airport Code,longitude,latitude,id,station,elevation,CDSD,CLDD,DP1X,DT00,DX90,DYHF,DYTS,EMSN,EMXP,PRCP,SNOW,WSFG
ARN,5,ARN,18.0,60.0,1056307,SWE00139190,15.0,,,1.0,,,,,,26.7,685.8,,
ARN,5,ARN,18.0,60.0,1056308,SWE00139190,15.0,,,3.0,,,,,,51.0,742.1,,
ARN,5,ARN,18.0,60.0,1056309,SWE00139190,15.0,,,1.0,,,,,,27.7,604.8,,
ARN,5,ARN,18.0,60.0,1056310,SWE00139190,15.0,,,3.0,,,,,,38.0,710.5,,
ARN,5,ARN,18.0,60.0,1056311,SWE00139190,15.0,,,1.0,,,,,,27.0,586.4,,
ARN,5,ARN,18.0,60.0,1056312,SWE00139190,15.0,,,1.0,,,,,,29.5,652.6,,
ARN,5,ARN,18.0,60.0,1056313,SWE00139190,15.0,,,0.0,,,,,,20.5,584.5,,
ARN,5,ARN,18.0,60.0,1056314,SWE00139190,15.0,,,0.0,,,,,,23.0,579.5,,
ARN,5,ARN,18.0,60.0,1056315,SWE00139190,15.0,,,3.0,,,,,,30.5,754.2,,
ARN,5,ARN,18.0,60.0,1056316,SWE00139190,15.0,,,4.0,,,,,,51.0,719.6,,
ARN,5,ARN,18.0,60.0,1056317,SWE00139190,15.0,,,1.0,,,,,,47.0,714.3,,
ARN,5,ARN,18.0,60.0,1056318,SWE00139190,15.0,,,1.0,,,,,,55.0,639.0,,
ARN,5,ARN,18.0,60.0,1056319,SWE00139190,15.0,,,1.0,,,,,,32.0,847.6,,
ARN,5,ARN,18.0,60.0,1056320,SWE00139190,15.0,,,0.0,,,,,,17.2,543.9,,
ARN,5,ARN,18.0,60.0,1056321,SWE00139190,15.0,,,1.0,,,,,,42.5,615.8,,
ARN,5,ARN,18.0,60.0,1056322,SWE00139190,15.0,,,2.0,,,,,,31.0,655.9,,
ARN,5,ARN,18.0,60.0,1056323,SWE00139190,15.0,,,1.0,,,,,,25.5,522.7,,
ARN,5,ARN,18.0,60.0,1056324,SWE00139190,15.0,,,1.0,,,,,,35.0,604.8,,
ARN,5,ARN,18.0,60.0,1056325,SWE00139190,15.0,,,1.0,,,,,,47.0,487.4,,
ARN,5,ARN,18.0,60.0,1074918,SWE00139032,20.0,,,0.0,,,,,,20.0,396.5,,
ARN,5,ARN,18.0,60.0,1074919,SWE00139032,20.0,,,1.0,,,,,,27.3,540.7,,
ARN,5,ARN,18.0,60.0,1074920,SWE00139032,20.0,,,1.0,,,,,,26.4,560.6,,
ARN,5,ARN,18.0,60.0,1074921,SWE00139032,20.0,,,1.0,,,,,,32.0,672.9,,
ARN,5,ARN,18.0,60.0,1074922,SWE00139032,20.0,,,1.0,,,,,,34.0,558.9,,
ARN,5,ARN,18.0,60.0,1074923,SWE00139032,20.0,,,0.0,,,,,,24.0,447.6,,
ARN,5,ARN,18.0,60.0,1080996,SWE00139224,10.0,,,2.0,,,,,,51.7,568.1,,
ARN,5,ARN,18.0,60.0,1080997,SWE00139224,10.0,,,2.0,,,,,,50.3,506.1,,
ARN,5,ARN,18.0,60.0,1080998,SWE00139224,10.0,,,1.0,,,,,,35.5,376.1,,
ARN,5,ARN,18.0,60.0,1080999,SWE00139224,10.0,,,0.0,,,,,,24.6,459.0,,
ARN,5,ARN,18.0,60.0,1081000,SWE00139224,10.0,,,2.0,,,,,,53.6,595.3,,
ARN,5,ARN,18.0,60.0,1081001,SWE00139224,10.0,,,0.0,,,,,,14.2,486.2,,
ARN,5,ARN,18.0,60.0,1081002,SWE00139224,10.0,,,1.0,,,,,,36.7,454.5,,
ARN,5,ARN,18.0,60.0,1081003,SWE00139224,10.0,,,0.0,,,,,,24.0,511.4,,
ARN,5,ARN,18.0,60.0,1081004,SWE00139224,10.0,,,0.0,,,,,,18.0,401.6,,
ARN,5,ARN,18.0,60.0,1081005,SWE00139224,10.0,,,3.0,,,,,,31.0,597.4,,
ARN,5,ARN,18.0,60.0,1081006,SWE00139224,10.0,,,0.0,,,,,,21.0,406.0,,
ARN,5,ARN,18.0,60.0,1081007,SWE00139224,10.0,,,0.0,,,,,,16.0,412.9,,
ARN,5,ARN,18.0,60.0,1081008,SWE00139224,10.0,,,4.0,,,,,,47.1,706.6,,
ARN,5,ARN,18.0,60.0,1081009,SWE00139224,10.0,,,0.0,,,,,,22.1,529.3,,
ARN,5,ARN,18.0,60.0,1081010,SWE00139224,10.0,,,0.0,,,,,,20.1,427.6,,
ARN,5,ARN,18.0,60.0,1081011,SWE00139224,10.0,,,1.0,,,,,,28.6,630.5,,
ARN,5,ARN,18.0,60.0,1081012,SWE00139224,10.0,,,0.0,,,,,,18.2,470.0,,
ARN,5,ARN,18.0,60.0,1081013,SWE00139224,10.0,,,0.0,,,,,,19.3,431.7,,
ARN,5,ARN,18.0,60.0,1081014,SWE00139224,10.0,,,0.0,,,,,,24.2,405.1,,
ARN,5,ARN,18.0,60.0,1125077,SWE00139214,30.0,,,1.0,,,,,,28.0,591.6,,
ARN,5,ARN,18.0,60.0,1125078,SWE00139214,30.0,,,1.0,,,,,,31.0,479.3,,
ARN,5,ARN,18.0,60.0,1125079,SWE00139214,30.0,,,1.0,,,,,,32.0,379.6,,
ARN,5,ARN,18.0,60.0,1125080,SWE00139214,30.0,,,1.0,,,,,,33.2,499.7,,
ARN,5,ARN,18.0,60.0,1125081,SWE00139214,30.0,,,2.0,,,,,,35.6,584.6,,
ARN,5,ARN,18.0,60.0,1125082,SWE00139214,30.0,,,0.0,,,,,,19.5,499.7,,
ARN,5,ARN,18.0,60.0,1125083,SWE00139214,30.0,,,2.0,,,,,,35.3,476.3,,
ARN,5,ARN,18.0,60.0,1125084,SWE00139214,30.0,,,2.0,,,,,,26.8,533.0,,
ARN,5,ARN,18.0,60.0,1125085,SWE00139214,30.0,,,0.0,,,,,,20.7,361.4,,
ARN,5,ARN,18.0,60.0,1125086,SWE00139214,30.0,,,1.0,,,,,,30.0,598.3,,
ARN,5,ARN,18.0,60.0,1125087,SWE00139214,30.0,,,0.0,,,,,,19.8,410.8,,
ARN,5,ARN,18.0,60.0,1125088,SWE00139214,30.0,,,0.0,,,,,,21.0,416.9,,
ARN,5,ARN,18.0,60.0,1125089,SWE00139214,30.0,,,3.0,,,,,,34.2,638.2,,
ARN,5,ARN,18.0,60.0,1125090,SWE00139214,30.0,,,1.0,,,,,,51.0,561.5,,
ARN,5,ARN,18.0,60.0,1125091,SWE00139214,30.0,,,0.0,,,,,,22.3,390.9,,
ARN,5,ARN,18.0,60.0,1125092,SWE00139214,30.0,,,1.0,,,,,,50.5,680.4,,
ARN,5,ARN,18.0,60.0,1125093,SWE00139214,30.0,,,0.0,,,,,,24.4,605.9,,
ARN,5,ARN,18.0,60.0,1125094,SWE00139214,30.0,,,0.0,,,,,,14.6,441.5,,
ARN,5,ARN,18.0,60.0,1125095,SWE00139214,30.0,,,1.0,,,,,,32.2,409.4,,
ARN,5,ARN,18.0,60.0,1125096,SWE00139214,30.0,,,0.0,,,,,,23.3,368.3,,
ARN,5,ARN,18.0,60.0,1125097,SWE00139214,30.0,,,3.0,,,,,,36.0,556.9,,
ARN,5,ARN,18.0,60.0,1125098,SWE00139214,30.0,,,1.0,,,,,,32.7,561.0,,
ARN,5,ARN,18.0,60.0,1125099,SWE00139214,30.0,,,1.0,,,,,,27.0,535.6,,
ARN,5,ARN,18.0,60.0,1125100,SWE00139214,30.0,,,3.0,,,,,,32.5,534.2,,
ARN,5,ARN,18.0,60.0,1125101,SWE00139214,30.0,,,2.0,,,,,,36.0,459.6,,
ARN,5,ARN,18.0,60.0,1125102,SWE00139214,30.0,,,0.0,,,,,,20.0,483.0,,
ARN,5,ARN,18.0,60.0,1125103,SWE00139214,30.0,,,0.0,,,,,,23.6,497.2,,
ARN,5,ARN,18.0,60.0,1125104,SWE00139214,30.0,,,0.0,,,,,,20.0,358.0,,
ARN,5,ARN,18.0,60.0,1125105,SWE00139214,30.0,,,3.0,,,,,,31.3,503.4,,
ARN,5,ARN,18.0,60.0,1125106,SWE00139214,30.0,,,0.0,,,,,,22.5,531.3,,
ARN,5,ARN,18.0,60.0,1125107,SWE00139214,30.0,,,0.0,,,,,,18.7,452.2,,
ARN,5,ARN,18.0,60.0,1125108,SWE00139214,30.0,,,1.0,,,,,,32.2,450.2,,
ARN,5,ARN,18.0,60.0,1125109,SWE00139214,30.0,,,2.0,,,,,,34.0,656.8,,
ARN,5,ARN,18.0,60.0,1125110,SWE00139214,30.0,,,1.0,,,,,,30.0,543.1,,
ARN,5,ARN,18.0,60.0,1125111,SWE00139214,30.0,,,2.0,,,,,,75.2,700.9,,
ARN,5,ARN,18.0,60.0,1125112,SWE00139214,30.0,,,3.0,,,,,,30.7,708.4,,
ARN,5,ARN,18.0,60.0,1125113,SWE00139214,30.0,,,3.0,,,,,,58.3,810.7,,
ARN,5,ARN,18.0,60.0,1125114,SWE00139214,30.0,,,0.0,,,,,,23.4,522.8,,
ARN,5,ARN,18.0,60.0,1125115,SWE00139214,30.0,,,2.0,,,,,,38.9,625.5,,
ARN,5,ARN,18.0,60.0,1125116,SWE00139214,30.0,,,0.0,,,,,,25.2,638.0,,
ARN,5,ARN,18.0,60.0,1125117,SWE00139214,30.0,,,0.0,,,,,,22.5,555.2,,
ARN,5,ARN,18.0,60.0,1125118,SWE00139214,30.0,,,3.0,,,,,,42.8,764.5,,
ARN,5,ARN,18.0,60.0,1125119,SWE00139214,30.0,,,0.0,,,,,,15.3,501.4,,
ARN,5,ARN,18.0,60.0,1125120,SWE00139214,30.0,,,0.0,,,,,,24.5,635.9,,
ARN,5,ARN,18.0,60.0,1125121,SWE00139214,30.0,,,0.0,,,,,,16.4,416.4,,
ARN,5,ARN,18.0,60.0,1125122,SWE00139214,30.0,,,0.0,,,,,,23.6,672.0,,
ARN,5,ARN,18.0,60.0,1125123,SWE00139214,30.0,,,0.0,,,,,,17.2,557.7,,
ARN,5,ARN,18.0,60.0,1125124,SWE00139214,30.0,,,2.0,,,,,,30.5,544.3,,
ARN,5,ARN,18.0,60.0,1125125,SWE00139214,30.0,,,0.0,,,,,,19.1,467.3,,
ARN,5,ARN,18.0,60.0,1125126,SWE00139214,30.0,,,0.0,,,,,,18.0,511.9,,
ARN,5,ARN,18.0,60.0,1125127,SWE00139214,30.0,,,0.0,,,,,,24.0,574.0,,
ARN,5,ARN,18.0,60.0,1125128,SWE00139214,30.0,,,1.0,,,,,,26.2,469.2,,
ARN,5,ARN,18.0,60.0,1125129,SWE00139214,30.0,,,1.0,,,,,,38.5,610.2,,
ARN,5,ARN,18.0,60.0,1125130,SWE00139214,30.0,,,2.0,,,,,,29.0,762.9,,
ARN,5,ARN,18.0,60.0,1125131,SWE00139214,30.0,,,1.0,,,,,,29.5,629.0,,
ARN,5,ARN,18.0,60.0,1125132,SWE00139214,30.0,,,1.0,,,,,,28.2,706.6,,
ARN,5,ARN,18.0,60.0,1125133,SWE00139214,30.0,,,2.0,,,,,,53.0,577.1,,
ARN,5,ARN,18.0,60.0,1125134,SWE00139214,30.0,,,4.0,,,,,,57.0,725.5,,
ARN,5,ARN,18.0,60.0,1125135,SWE00139214,30.0,,,0.0,,,,,,19.0,537.9,,
ARN,5,ARN,18.0,60.0,1125136,SWE00139214,30.0,,,1.0,,,,,,34.5,533.9,,
ARN,5,ARN,18.0,60.0,1125137,SWE00139214,30.0,,,2.0,,,,,,31.0,626.9,,
ARN,5,ARN,18.0,60.0,1125138,SWE00139214,30.0,,,0.0,,,,,,21.5,606.6,,
ARN,5,ARN,18.0,60.0,1131537,SWE00139202,20.0,,,1.0,,,,,,34.0,466.6,,
ARN,5,ARN,18.0,60.0,1131538,SWE00139202,20.0,,,0.0,,,,,,21.7,559.6,,
ARN,5,ARN,18.0,60.0,1131539,SWE00139202,20.0,,,1.0,,,,,,29.5,659.0,,
ARN,5,ARN,18.0,60.0,1131540,SWE00139202,20.0,,,0.0,,,,,,23.0,461.2,,
ARN,5,ARN,18.0,60.0,1131541,SWE00139202,20.0,,,2.0,,,,,,36.0,611.2,,
ARN,5,ARN,18.0,60.0,1131542,SWE00139202,20.0,,,4.0,,,,,,40.6,586.0,,
ARN,5,ARN,18.0,60.0,1131543,SWE00139202,20.0,,,3.0,,,,,,29.0,650.9,,
ARN,5,ARN,18.0,60.0,1131544,SWE00139202,20.0,,,2.0,,,,,,26.5,764.8,,
ARN,5,ARN,18.0,60.0,1131545,SWE00139202,20.0,,,4.0,,,,,,47.0,832.7,,
ARN,5,ARN,18.0,60.0,1131546,SWE00139202,20.0,,,1.0,,,,,,26.1,509.8,,
ARN,5,ARN,18.0,60.0,1131547,SWE00139202,20.0,,,1.0,,,,,,25.5,616.9,,
ARN,5,ARN,18.0,60.0,1131548,SWE00139202,20.0,,,2.0,,,,,,26.6,712.6,,
ARN,5,ARN,18.0,60.0,1131549,SWE00139202,20.0,,,0.0,,,,,,23.6,663.2,,
ARN,5,ARN,18.0,60.0,1131550,SWE00139202,20.0,,,2.0,,,,,,38.2,702.1,,
ARN,5,ARN,18.0,60.0,1131551,SWE00139202,20.0,,,1.0,,,,,,34.0,599.7,,
ARN,5,ARN,18.0,60.0,1131552,SWE00139202,20.0,,,1.0,,,,,,35.5,582.6,,
ARN,5,ARN,18.0,60.0,1131553,SWE00139202,20.0,,,0.0,,,,,,19.0,460.7,,
ARN,5,ARN,18.0,60.0,1131554,SWE00139202,20.0,,,1.0,,,,,,30.5,697.3,,
ARN,5,ARN,18.0,60.0,1131555,SWE00139202,20.0,,,1.0,,,,,,29.5,612.5,,
ARN,5,ARN,18.0,60.0,1131556,SWE00139202,20.0,,,1.0,,,,,,70.1,669.0,,
ARN,5,ARN,18.0,60.0,1131557,SWE00139202,20.0,,,2.0,,,,,,28.0,568.2,,
ARN,5,ARN,18.0,60.0,1131558,SWE00139202,20.0,,,0.0,,,,,,23.8,569.9,,
ARN,5,ARN,18.0,60.0,1131559,SWE00139202,20.0,,,2.0,,,,,,27.8,574.5,,
ARN,5,ARN,18.0,60.0,1131560,SWE00139202,20.0,,,1.0,,,,,,29.0,480.6,,
ARN,5,ARN,18.0,60.0,1131561,SWE00139202,20.0,,,3.0,,,,,,36.0,659.0,,
ARN,5,ARN,18.0,60.0,1131562,SWE00139202,20.0,,,0.0,,,,,,23.6,723.4,,
ARN,5,ARN,18.0,60.0,1131563,SWE00139202,20.0,,,1.0,,,,,,26.9,589.3,,
ARN,5,ARN,18.0,60.0,1131564,SWE00139202,20.0,,,0.0,,,,,,23.5,685.3,,
ARN,5,ARN,18.0,60.0,1131565,SWE00139202,20.0,,,2.0,,,,,,44.8,744.0,,
ARN,5,ARN,18.0,60.0,1131566,SWE00139202,20.0,,,0.0,,,,,,21.0,560.1,,
ARN,5,ARN,18.0,60.0,1131567,SWE00139202,20.0,,,1.0,,,,,,37.5,625.1,,
ARN,5,ARN,18.0,60.0,1131568,SWE00139202,20.0,,,3.0,,,,,,26.5,581.7,,
ARN,5,ARN,18.0,60.0,1131569,SWE00139202,20.0,,,1.0,,,,,,30.0,577.1,,
ARN,5,ARN,18.0,60.0,1131570,SWE00139202,20.0,,,0.0,,,,,,20.7,507.3,,
ARN,5,ARN,18.0,60.0,1131571,SWE00139202,20.0,,,1.0,,,,,,32.5,527.2,,
ARN,5,ARN,18.0,60.0,1131572,SWE00139202,20.0,,,0.0,,,,,,24.0,798.5,,
ARN,5,ARN,18.0,60.0,1131573,SWE00139202,20.0,,,3.0,,,,,,30.8,614.4,,
ARN,5,ARN,18.0,60.0,1131574,SWE00139202,20.0,,,2.0,,,,,,29.5,640.2,,
ARN,5,ARN,18.0,60.0,1131575,SWE00139202,20.0,,,0.0,,,,,,19.4,516.6,,
ARN,5,ARN,18.0,60.0,1131576,SWE00139202,20.0,,,2.0,,,,,,31.0,586.9,,
ARN,5,ARN,18.0,60.0,1131577,SWE00139202,20.0,,,1.0,,,,,,27.4,511.1,,
ARN,5,ARN,18.0,60.0,1131578,SWE00139202,20.0,,,1.0,,,,,,40.2,545.1,,
ARN,5,ARN,18.0,60.0,1131579,SWE00139202,20.0,,,0.0,,,,,,23.0,461.9,,
ARN,5,ARN,18.0,60.0,1131580,SWE00139202,20.0,,,2.0,,,,,,34.2,710.2,,
ARN,5,ARN,18.0,60.0,1131581,SWE00139202,20.0,,,1.0,,,,,,28.4,567.7,,
ARN,5,ARN,18.0,60.0,1131582,SWE00139202,20.0,,,1.0,,,,,,44.9,541.0,,
ARN,5,ARN,18.0,60.0,1131583,SWE00139202,20.0,,,3.0,,,,,,34.6,547.3,,
ARN,5,ARN,18.0,60.0,1131584,SWE00139202,20.0,,,2.0,,,,,,40.4,770.2,,
ARN,5,ARN,18.0,60.0,1236730,SWE00139358,25.0,,,4.0,,,,,,68.5,706.0,,
ARN,5,ARN,18.0,60.0,1236731,SWE00139358,25.0,,,1.0,,,,,,45.7,553.2,,
ARN,5,ARN,18.0,60.0,1236732,SWE00139358,25.0,,,2.0,,,,,,27.9,472.6,,
ARN,5,ARN,18.0,60.0,1236733,SWE00139358,25.0,,,2.0,,,,,,32.1,532.9,,
ARN,5,ARN,18.0,60.0,1236734,SWE00139358,25.0,,,3.0,,,,,,34.7,591.2,,
ARN,5,ARN,18.0,60.0,1236735,SWE00139358,25.0,,,1.0,,,,,,25.8,529.3,,
ARN,5,ARN,18.0,60.0,1236736,SWE00139358,25.0,,,2.0,,,,,,29.6,368.3,,
ARN,5,ARN,18.0,60.0,1236737,SWE00139358,25.0,,,1.0,,,,,,92.2,479.6,,
ARN,5,ARN,18.0,60.0,1236738,SWE00139358,25.0,,,1.0,,,,,,31.1,612.0,,
ARN,5,ARN,18.0,60.0,1236739,SWE00139358,25.0,,,2.0,,,,,,37.1,504.3,,
ARN,5,ARN,18.0,60.0,1236740,SWE00139358,25.0,,,0.0,,,,,,21.3,619.3,,
ARN,5,ARN,18.0,60.0,1236741,SWE00139358,25.0,,,3.0,,,,,,48.7,698.6,,
ARN,5,ARN,18.0,60.0,1236742,SWE00139358,25.0,,,3.0,,,,,,45.7,605.4,,
ARN,5,ARN,18.0,60.0,1236743,SWE00139358,25.0,,,0.0,,,,,,22.7,481.8,,
ARN,5,ARN,18.0,60.0,1236744,SWE00139358,25.0,,,0.0,,,,,,24.9,858.3,,
ARN,5,ARN,18.0,60.0,1236745,SWE00139358,25.0,,,3.0,,,,,,36.2,697.6,,
ARN,5,ARN,18.0,60.0,1236746,SWE00139358,25.0,,,1.0,,,,,,28.3,532.5,,
ARN,5,ARN,18.0,60.0,1236747,SWE00139358,25.0,,,1.0,,,,,,33.1,529.9,,
ARN,5,ARN,18.0,60.0,1236748,SWE00139358,25.0,,,1.0,,,,,,27.3,460.2,,
ARN,5,ARN,18.0,60.0,1236749,SWE00139358,25.0,,,1.0,,,,,,27.1,716.9,,
ARN,5,ARN,18.0,60.0,1236750,SWE00139358,25.0,,,0.0,,,,,,20.6,623.1,,
ARN,5,ARN,18.0,60.0,1236751,SWE00139358,25.0,,,3.0,,,,,,29.2,662.5,,
ARN,5,ARN,18.0,60.0,1236752,SWE00139358,25.0,,,3.0,,,,,,30.1,673.5,,
ARN,5,ARN,18.0,60.0,1236753,SWE00139358,25.0,,,0.0,,,,,,23.8,538.0,,
ARN,5,ARN,18.0,60.0,1236754,SWE00139358,25.0,,,1.0,,,,,,32.5,601.2,,
ARN,5,ARN,18.0,60.0,1236755,SWE00139358,25.0,,,1.0,,,,,,27.2,522.4,,
ARN,5,ARN,18.0,60.0,1236756,SWE00139358,25.0,,,0.0,,,,,,15.2,358.6,,
ARN,5,ARN,18.0,60.0,1236757,SWE00139358,25.0,,,1.0,,,,,,31.7,556.4,,
ARN,5,ARN,18.0,60.0,1236758,SWE00139358,25.0,,,5.0,,,,,,41.6,757.3,,
ARN,5,ARN,18.0,60.0,1236759,SWE00139358,25.0,,,0.0,,,,,,23.4,543.9,,
ARN,5,ARN,18.0,60.0,1236760,SWE00139358,25.0,,,1.0,,,,,,71.2,656.8,,
ARN,5,ARN,18.0,60.0,1236761,SWE00139358,25.0,,,3.0,,,,,,52.0,766.9,,
ARN,5,ARN,18.0,60.0,1236762,SWE00139358,25.0,,,4.0,,,,,,36.5,638.6,,
ARN,5,ARN,18.0,60.0,1236763,SWE00139358,25.0,,,2.0,,,,,,51.8,768.7,,
ARN,5,ARN,18.0,60.0,1236764,SWE00139358,25.0,,,4.0,,,,,,48.0,789.9,,
ARN,5,ARN,18.0,60.0,1236765,SWE00139358,25.0,,,3.0,,,,,,124.2,1092.3,,
ARN,5,ARN,18.0,60.0,1236766,SWE00139358,25.0,,,3.0,,,,,,45.5,629.6,,
ARN,5,ARN,18.0,60.0,1236767,SWE00139358,25.0,,,2.0,,,,,,35.3,639.6,,
ARN,5,ARN,18.0,60.0,1236768,SWE00139358,25.0,,,1.0,,,,,,28.0,758.3,,
ARN,5,ARN,18.0,60.0,1236769,SWE00139358,25.0,,,0.0,,,,,,21.0,741.6,,
ARN,5,ARN,18.0,60.0,1236770,SWE00139358,25.0,,,4.0,,,,,,45.5,850.5,,
ARN,5,ARN,18.0,60.0,1236771,SWE00139358,25.0,,,2.0,,,,,,29.5,612.9,,
ARN,5,ARN,18.0,60.0,1236772,SWE00139358,25.0,,,4.0,,,,,,30.6,699.0,,
ARN,5,ARN,18.0,60.0,1236773,SWE00139358,25.0,,,3.0,,,,,,31.4,760.9,,
ARN,5,ARN,18.0,60.0,1236774,SWE00139358,25.0,,,2.0,,,,,,35.0,652.5,,
ARN,5,ARN,18.0,60.0,1236775,SWE00139358,25.0,,,2.0,,,,,,86.5,783.5,,
ARN,5,ARN,18.0,60.0,1236776,SWE00139358,25.0,,,2.0,,,,,,51.9,570.7,,
ARN,5,ARN,18.0,60.0,1236777,SWE00139358,25.0,,,0.0,,,,,,25.2,546.7,,
ARN,5,ARN,18.0,60.0,1236778,SWE00139358,25.0,,,3.0,,,,,,45.7,641.9,,
ARN,5,ARN,18.0,60.0,1236779,SWE00139358,25.0,,,2.0,,,,,,37.0,537.2,,
ARN,5,ARN,18.0,60.0,1236780,SWE00139358,25.0,,,1.0,,,,,,25.9,620.9,,
ARN,5,ARN,18.0,60.0,1236781,SWE00139358,25.0,,,3.0,,,,,,36.0,774.6,,
ARN,5,ARN,18.0,60.0,1236782,SWE00139358,25.0,,,1.0,,,,,,29.0,694.6,,
ARN,5,ARN,18.0,60.0,1236783,SWE00139358,25.0,,,1.0,,,,,,29.0,658.6,,
ARN,5,ARN,18.0,60.0,1236784,SWE00139358,25.0,,,2.0,,,,,,32.6,679.0,,
ARN,5,ARN,18.0,60.0,1236785,SWE00139358,25.0,,,1.0,,,,,,29.4,647.3,,
ARN,5,ARN,18.0,60.0,1236786,SWE00139358,25.0,,,1.0,,,,,,34.5,674.5,,
ARN,5,ARN,18.0,60.0,1236787,SWE00139358,25.0,,,1.0,,,,,,32.0,553.5,,
ARN,5,ARN,18.0,60.0,1236788,SWE00139358,25.0,,,1.0,,,,,,34.0,619.2,,
ARN,5,ARN,18.0,60.0,1236789,SWE00139358,25.0,,,1.0,,,,,,27.8,557.1,,
ARN,5,ARN,18.0,60.0,1236790,SWE00139358,25.0,,,0.0,,,,,,23.1,551.6,,
ARN,5,ARN,18.0,60.0,1236791,SWE00139358,25.0,,,4.0,,,,,,27.6,865.2,,
ARN,5,ARN,18.0,60.0,1236792,SWE00139358,25.0,,,4.0,,,,,,43.3,680.7,,
ARN,5,ARN,18.0,60.0,1236793,SWE00139358,25.0,,,4.0,,,,,,41.1,755.1,,
ARN,5,ARN,18.0,60.0,1236794,SWE00139358,25.0,,,5.0,,,,,,45.7,668.2,,
ARN,5,ARN,18.0,60.0,1236795,SWE00139358,25.0,,,3.0,,,,,,54.4,802.8,,
ARN,5,ARN,18.0,60.0,1236796,SWE00139358,25.0,,,0.0,,,,,,20.2,517.7,,
ARN,5,ARN,18.0,60.0,1236797,SWE00139358,25.0,,,2.0,,,,,,71.5,553.6,,
ARN,5,ARN,18.0,60.0,1236798,SWE00139358,25.0,,,1.0,,,,,,28.8,587.7,,
ARN,5,ARN,18.0,60.0,1236799,SWE00139358,25.0,,,1.0,,,,,,36.4,566.4,,
ARN,5,ARN,18.0,60.0,1236800,SWE00139358,25.0,,,3.0,,,,,,28.5,691.0,,
ARN,5,ARN,18.0,60.0,1282391,SWE00139302,5.0,,,2.0,,,,,,33.0,537.6,,
ARN,5,ARN,18.0,60.0,1282392,SWE00139302,5.0,,,0.0,,,,,,25.1,679.1,,
ARN,5,ARN,18.0,60.0,1282393,SWE00139302,5.0,,,1.0,,,,,,30.7,562.4,,
ARN,5,ARN,18.0,60.0,1282394,SWE00139302,5.0,,,2.0,,,,,,76.5,652.7,,
ARN,5,ARN,18.0,60.0,1282395,SWE00139302,5.0,,,0.0,,,,,,24.5,447.4,,
ARN,5,ARN,18.0,60.0,1282396,SWE00139302,5.0,,,2.0,,,,,,71.5,574.8,,
ARN,5,ARN,18.0,60.0,1282397,SWE00139302,5.0,,,5.0,,,,,,47.0,684.5,,
ARN,5,ARN,18.0,60.0,1282398,SWE00139302,5.0,,,1.0,,,,,,39.0,441.6,,
ARN,5,ARN,18.0,60.0,1282399,SWE00139302,5.0,,,0.0,,,,,,24.2,478.8,,
ARN,5,ARN,18.0,60.0,1282400,SWE00139302,5.0,,,2.0,,,,,,34.0,651.7,,
ARN,5,ARN,18.0,60.0,1282401,SWE00139302,5.0,,,1.0,,,,,,32.0,530.3,,
ARN,5,ARN,18.0,60.0,1282402,SWE00139302,5.0,,,2.0,,,,,,37.0,656.2,,
ARN,5,ARN,18.0,60.0,1282403,SWE00139302,5.0,,,4.0,,,,,,41.2,720.0,,
ARN,5,ARN,18.0,60.0,1282404,SWE00139302,5.0,,,0.0,,,,,,22.2,557.6,,
ARN,5,ARN,18.0,60.0,1282405,SWE00139302,5.0,,,0.0,,,,,,22.9,553.3,,
ARN,5,ARN,18.0,60.0,1282406,SWE00139302,5.0,,,1.0,,,,,,26.0,566.9,,
ARN,5,ARN,18.0,60.0,1282407,SWE00139302,5.0,,,0.0,,,,,,23.6,519.1,,
ARN,5,ARN,18.0,60.0,1282408,SWE00139302,5.0,,,0.0,,,,,,22.0,529.8,,
ARN,5,ARN,18.0,60.0,1282409,SWE00139302,5.0,,,1.0,,,,,,39.0,760.5,,
ARN,5,ARN,18.0,60.0,1282410,SWE00139302,5.0,,,2.0,,,,,,34.1,578.5,,
ARN,5,ARN,18.0,60.0,1282411,SWE00139302,5.0,,,4.0,,,,,,45.5,638.9,,
ARN,5,ARN,18.0,60.0,1328726,SWE00139314,10.0,,,2.0,,,,,,32.8,567.1,,
ARN,5,ARN,18.0,60.0,1328727,SWE00139314,10.0,,,1.0,,,,,,26.3,566.7,,
ARN,5,ARN,18.0,60.0,1328728,SWE00139314,10.0,,,0.0,,,,,,22.8,503.4,,
ARN,5,ARN,18.0,60.0,1328729,SWE00139314,10.0,,,0.0,,,,,,18.6,525.0,,
ARN,5,ARN,18.0,60.0,1328730,SWE00139314,10.0,,,1.0,,,,,,26.0,743.2,,
ARN,5,ARN,18.0,60.0,1328731,SWE00139314,10.0,,,2.0,,,,,,30.9,586.7,,
ARN,5,ARN,18.0,60.0,1328732,SWE00139314,10.0,,,4.0,,,,,,55.8,676.9,,
ARN,5,ARN,18.0,60.0,1328733,SWE00139314,10.0,,,4.0,,,,,,33.7,616.8,,
ARN,5,ARN,18.0,60.0,1328734,SWE00139314,10.0,,,4.0,,,,,,38.2,853.7,,
ARN,5,ARN,18.0,60.0,1328735,SWE00139314,10.0,,,2.0,,,,,,30.7,572.5,,
ARN,5,ARN,18.0,60.0,1328736,SWE00139314,10.0,,,1.0,,,,,,70.5,519.4,,
